0162.out: !CCSD(T)-F12b total energy          -101.791617866161
0163.out: !CCSD(T)-F12b total energy          -101.791617826402
0164.out: !CCSD(T)-F12b total energy          -101.791614462756
0165.out: !CCSD(T)-F12b total energy          -101.791614462754
0166.out: !CCSD(T)-F12b total energy          -101.791614411443
0167.out: !CCSD(T)-F12b total energy          -101.791614411447
0168.out: !CCSD(T)-F12b total energy          -101.791616917262
0169.out: !CCSD(T)-F12b total energy          -101.791615988076
0170.out: !CCSD(T)-F12b total energy          -101.791615988072
0171.out: !CCSD(T)-F12b total energy          -101.791616917262
0172.out: !CCSD(T)-F12b total energy          -101.791616877952
0173.out: !CCSD(T)-F12b total energy          -101.791615946501
0174.out: !CCSD(T)-F12b total energy          -101.791615946498
0175.out: !CCSD(T)-F12b total energy          -101.791616877947
0176.out: !CCSD(T)-F12b total energy          -101.791615615607
0177.out: !CCSD(T)-F12b total energy          -101.791615615603
0178.out: !CCSD(T)-F12b total energy          -101.791615584642
0179.out: !CCSD(T)-F12b total energy          -101.791615584642
0180.out: !CCSD(T)-F12b total energy          -101.791600482527
0181.out: !CCSD(T)-F12b total energy          -101.791593451647
0182.out: !CCSD(T)-F12b total energy          -101.791593231324
0183.out: !CCSD(T)-F12b total energy          -101.791600519599
0184.out: !CCSD(T)-F12b total energy          -101.791597070396
0185.out: !CCSD(T)-F12b total energy          -101.791597070398
0186.out: !CCSD(T)-F12b total energy          -101.791590057230
0187.out: !CCSD(T)-F12b total energy          -101.791590057229
0188.out: !CCSD(T)-F12b total energy          -101.791589807527
0189.out: !CCSD(T)-F12b total energy          -101.791589807536
0190.out: !CCSD(T)-F12b total energy          -101.791597113737
0191.out: !CCSD(T)-F12b total energy          -101.791597113736
0192.out: !CCSD(T)-F12b total energy          -101.791599530010
0193.out: !CCSD(T)-F12b total energy          -101.791598603730
0194.out: !CCSD(T)-F12b total energy          -101.791598603727
0195.out: !CCSD(T)-F12b total energy          -101.791599530010
0196.out: !CCSD(T)-F12b total energy          -101.791592506387
0197.out: !CCSD(T)-F12b total energy          -101.791591574396
0198.out: !CCSD(T)-F12b total energy          -101.791591574396
0199.out: !CCSD(T)-F12b total energy          -101.791592506387
0200.out: !CCSD(T)-F12b total energy          -101.791592279224
0201.out: !CCSD(T)-F12b total energy          -101.791591350671
0202.out: !CCSD(T)-F12b total energy          -101.791591350668
0203.out: !CCSD(T)-F12b total energy          -101.791592279219
0204.out: !CCSD(T)-F12b total energy          -101.791599574798
0205.out: !CCSD(T)-F12b total energy          -101.791598640552
0206.out: !CCSD(T)-F12b total energy          -101.791598640558
0207.out: !CCSD(T)-F12b total energy          -101.791599574798
0208.out: !CCSD(T)-F12b total energy          -101.791598232034
0209.out: !CCSD(T)-F12b total energy          -101.791598232023
0210.out: !CCSD(T)-F12b total energy          -101.791591201051
0211.out: !CCSD(T)-F12b total energy          -101.791591201051
0212.out: !CCSD(T)-F12b total energy          -101.791590989616
0213.out: !CCSD(T)-F12b total energy          -101.791590989626
0214.out: !CCSD(T)-F12b total energy          -101.791598277801
0215.out: !CCSD(T)-F12b total energy          -101.791598277796
0216.out: !CCSD(T)-F12b total energy          -101.791540542286
0217.out: !CCSD(T)-F12b total energy          -101.791528002918
0218.out: !CCSD(T)-F12b total energy          -101.791525974331
0219.out: !CCSD(T)-F12b total energy          -101.791542076360
0220.out: !CCSD(T)-F12b total energy          -101.791437293436
0221.out: !CCSD(T)-F12b total energy          -101.791422288442
0222.out: !CCSD(T)-F12b total energy          -101.791415301847
0223.out: !CCSD(T)-F12b total energy          -101.791443266661
0224.out: !CCSD(T)-F12b total energy          -101.791615925547
0225.out: !CCSD(T)-F12b total energy          -101.791616580463
0226.out: !CCSD(T)-F12b total energy          -101.791616625969
0227.out: !CCSD(T)-F12b total energy          -101.791615807896
0228.out: !CCSD(T)-F12b total energy          -101.791612519756
0229.out: !CCSD(T)-F12b total energy          -101.791612519760
0230.out: !CCSD(T)-F12b total energy          -101.791613179445
0231.out: !CCSD(T)-F12b total energy          -101.791613179437
0232.out: !CCSD(T)-F12b total energy          -101.791613208618
0233.out: !CCSD(T)-F12b total energy          -101.791613208624
0234.out: !CCSD(T)-F12b total energy          -101.791612395360
0235.out: !CCSD(T)-F12b total energy          -101.791612395350
0236.out: !CCSD(T)-F12b total energy          -101.791614976733
0237.out: !CCSD(T)-F12b total energy          -101.791614043737
0238.out: !CCSD(T)-F12b total energy          -101.791614043737
0239.out: !CCSD(T)-F12b total energy          -101.791614976729
0240.out: !CCSD(T)-F12b total energy          -101.791615631479
0241.out: !CCSD(T)-F12b total energy          -101.791614706147
0242.out: !CCSD(T)-F12b total energy          -101.791614706147
0243.out: !CCSD(T)-F12b total energy          -101.791615631480
0244.out: !CCSD(T)-F12b total energy          -101.791615677602
0245.out: !CCSD(T)-F12b total energy          -101.791614742332
0246.out: !CCSD(T)-F12b total energy          -101.791614742337
0247.out: !CCSD(T)-F12b total energy          -101.791615677600
0248.out: !CCSD(T)-F12b total energy          -101.791614859369
0249.out: !CCSD(T)-F12b total energy          -101.791613931784
0250.out: !CCSD(T)-F12b total energy          -101.791613931785
0251.out: !CCSD(T)-F12b total energy          -101.791614859365
0252.out: !CCSD(T)-F12b total energy          -101.791613670101
0253.out: !CCSD(T)-F12b total energy          -101.791613670099
0254.out: !CCSD(T)-F12b total energy          -101.791614334901
0255.out: !CCSD(T)-F12b total energy          -101.791614334902
0256.out: !CCSD(T)-F12b total energy          -101.791614379314
0257.out: !CCSD(T)-F12b total energy          -101.791614379311
0258.out: !CCSD(T)-F12b total energy          -101.791613571162
0259.out: !CCSD(T)-F12b total energy          -101.791613571156
0260.out: !CCSD(T)-F12b total energy          -101.791598196981
0261.out: !CCSD(T)-F12b total energy          -101.791591849413
0262.out: !CCSD(T)-F12b total energy          -101.791599539857
0263.out: !CCSD(T)-F12b total energy          -101.791591829364
0264.out: !CCSD(T)-F12b total energy          -101.791591685212
0265.out: !CCSD(T)-F12b total energy          -101.791599658324
0266.out: !CCSD(T)-F12b total energy          -101.791591556583
0267.out: !CCSD(T)-F12b total energy          -101.791598163756
0268.out: !CCSD(T)-F12b total energy          -101.791537905358
0269.out: !CCSD(T)-F12b total energy          -101.791526732420
0270.out: !CCSD(T)-F12b total energy          -101.791539949012
0271.out: !CCSD(T)-F12b total energy          -101.791526050639
0272.out: !CCSD(T)-F12b total energy          -101.791524076138
0273.out: !CCSD(T)-F12b total energy          -101.791541547632
0274.out: !CCSD(T)-F12b total energy          -101.791524649685
0275.out: !CCSD(T)-F12b total energy          -101.791539389719
0276.out: !CCSD(T)-F12b total energy          -101.791610736558
0277.out: !CCSD(T)-F12b total energy          -101.791612090588
0278.out: !CCSD(T)-F12b total energy          -101.791612184514
0279.out: !CCSD(T)-F12b total energy          -101.791610592660
0280.out: !CCSD(T)-F12b total energy          -101.791592661182
0281.out: !CCSD(T)-F12b total energy          -101.791587000602
0282.out: !CCSD(T)-F12b total energy          -101.791595391104
0283.out: !CCSD(T)-F12b total energy          -101.791587004767
0284.out: !CCSD(T)-F12b total energy          -101.791586896189
0285.out: !CCSD(T)-F12b total energy          -101.791595557843
0286.out: !CCSD(T)-F12b total energy          -101.791586683172
0287.out: !CCSD(T)-F12b total energy          -101.791592613032
0288.out: !CCSD(T)-F12b total energy          -101.791602277277
0289.out: !CCSD(T)-F12b total energy          -101.791604418828
0290.out: !CCSD(T)-F12b total energy          -101.791604480072
0291.out: !CCSD(T)-F12b total energy          -101.791602203001
0292.out: !CCSD(T)-F12b total energy          -101.791609922648
0293.out: !CCSD(T)-F12b total energy          -101.791609864481
0294.out: !CCSD(T)-F12b total energy          -101.791606525048
0295.out: !CCSD(T)-F12b total energy          -101.791606525043
0296.out: !CCSD(T)-F12b total energy          -101.791606443792
0297.out: !CCSD(T)-F12b total energy          -101.791606443793
0298.out: !CCSD(T)-F12b total energy          -101.791608973543
0299.out: !CCSD(T)-F12b total energy          -101.791608045450
0300.out: !CCSD(T)-F12b total energy          -101.791608045452
0301.out: !CCSD(T)-F12b total energy          -101.791608973543
0302.out: !CCSD(T)-F12b total energy          -101.791608916268
0303.out: !CCSD(T)-F12b total energy          -101.791607983654
0304.out: !CCSD(T)-F12b total energy          -101.791607983649
0305.out: !CCSD(T)-F12b total energy          -101.791608916269
0306.out: !CCSD(T)-F12b total energy          -101.791607667639
0307.out: !CCSD(T)-F12b total energy          -101.791607667634
0308.out: !CCSD(T)-F12b total energy          -101.791607627083
0309.out: !CCSD(T)-F12b total energy          -101.791607627083
0310.out: !CCSD(T)-F12b total energy          -101.791596109796
0311.out: !CCSD(T)-F12b total energy          -101.791581988828
0312.out: !CCSD(T)-F12b total energy          -101.791581628563
0313.out: !CCSD(T)-F12b total energy          -101.791596146252
0314.out: !CCSD(T)-F12b total energy          -101.791539792581
0315.out: !CCSD(T)-F12b total energy          -101.791513071509
0316.out: !CCSD(T)-F12b total energy          -101.791510677667
0317.out: !CCSD(T)-F12b total energy          -101.791541240079
0318.out: !CCSD(T)-F12b total energy          -101.791607610723
0319.out: !CCSD(T)-F12b total energy          -101.791609004519
0320.out: !CCSD(T)-F12b total energy          -101.791609032924
0321.out: !CCSD(T)-F12b total energy          -101.791607480763
0322.out: !CCSD(T)-F12b total energy          -101.791593453308
0323.out: !CCSD(T)-F12b total energy          -101.791580014892
0324.out: !CCSD(T)-F12b total energy          -101.791595534332
0325.out: !CCSD(T)-F12b total energy          -101.791580734513
0326.out: !CCSD(T)-F12b total energy          -101.791580450947
0327.out: !CCSD(T)-F12b total energy          -101.791595654238
0328.out: !CCSD(T)-F12b total energy          -101.791579588965
0329.out: !CCSD(T)-F12b total energy          -101.791593424812
0330.out: !CCSD(T)-F12b total energy          -101.791602046708
0331.out: !CCSD(T)-F12b total energy          -101.791604878475
0332.out: !CCSD(T)-F12b total energy          -101.791604963976
0333.out: !CCSD(T)-F12b total energy          -101.791601903976
0334.out: !CCSD(T)-F12b total energy          -101.791596655612
0335.out: !CCSD(T)-F12b total energy          -101.791596621765
0336.out: !CCSD(T)-F12b total energy          -101.791586390351
0337.out: !CCSD(T)-F12b total energy          -101.791565225401
0338.out: !CCSD(T)-F12b total energy          -101.791564721454
0339.out: !CCSD(T)-F12b total energy          -101.791586515367
0340.out: !CCSD(T)-F12b total energy          -101.791593971568
0341.out: !CCSD(T)-F12b total energy          -101.791596105837
0342.out: !CCSD(T)-F12b total energy          -101.791596158261
0343.out: !CCSD(T)-F12b total energy          -101.791593873606
0344.out: !CCSD(T)-F12b total energy          -101.791578053820
0345.out: !CCSD(T)-F12b total energy          -101.791578108381
0346.out: !CCSD(T)-F12b total energy          -101.791612325504
0347.out: !CCSD(T)-F12b total energy          -101.791612231020
0348.out: !CCSD(T)-F12b total energy          -101.791608911729
0349.out: !CCSD(T)-F12b total energy          -101.791608911728
0350.out: !CCSD(T)-F12b total energy          -101.791608826455
0351.out: !CCSD(T)-F12b total energy          -101.791608826453
0352.out: !CCSD(T)-F12b total energy          -101.791611376270
0353.out: !CCSD(T)-F12b total energy          -101.791610443776
0354.out: !CCSD(T)-F12b total energy          -101.791610443776
0355.out: !CCSD(T)-F12b total energy          -101.791611376269
0356.out: !CCSD(T)-F12b total energy          -101.791611282908
0357.out: !CCSD(T)-F12b total energy          -101.791610354786
0358.out: !CCSD(T)-F12b total energy          -101.791610354780
0359.out: !CCSD(T)-F12b total energy          -101.791611282906
0360.out: !CCSD(T)-F12b total energy          -101.791610077358
0361.out: !CCSD(T)-F12b total energy          -101.791610077359
0362.out: !CCSD(T)-F12b total energy          -101.791609986876
0363.out: !CCSD(T)-F12b total energy          -101.791609986879
0364.out: !CCSD(T)-F12b total energy          -101.791573640463
0365.out: !CCSD(T)-F12b total energy          -101.791608564335
0366.out: !CCSD(T)-F12b total energy          -101.791608516751
0367.out: !CCSD(T)-F12b total energy          -101.791574678952
0368.out: !CCSD(T)-F12b total energy          -101.791570217875
0369.out: !CCSD(T)-F12b total energy          -101.791570217870
0370.out: !CCSD(T)-F12b total energy          -101.791605159637
0371.out: !CCSD(T)-F12b total energy          -101.791605159640
0372.out: !CCSD(T)-F12b total energy          -101.791605103452
0373.out: !CCSD(T)-F12b total energy          -101.791605103459
0374.out: !CCSD(T)-F12b total energy          -101.791571283403
0375.out: !CCSD(T)-F12b total energy          -101.791571283400
0376.out: !CCSD(T)-F12b total energy          -101.791572687597
0377.out: !CCSD(T)-F12b total energy          -101.791571757983
0378.out: !CCSD(T)-F12b total energy          -101.791571757984
0379.out: !CCSD(T)-F12b total energy          -101.791572687597
0380.out: !CCSD(T)-F12b total energy          -101.791607618748
0381.out: !CCSD(T)-F12b total energy          -101.791606683478
0382.out: !CCSD(T)-F12b total energy          -101.791606683479
0383.out: !CCSD(T)-F12b total energy          -101.791607618747
0384.out: !CCSD(T)-F12b total energy          -101.791607565006
0385.out: !CCSD(T)-F12b total energy          -101.791606639795
0386.out: !CCSD(T)-F12b total energy          -101.791606639807
0387.out: !CCSD(T)-F12b total energy          -101.791607565005
0388.out: !CCSD(T)-F12b total energy          -101.791573734487
0389.out: !CCSD(T)-F12b total energy          -101.791572803549
0390.out: !CCSD(T)-F12b total energy          -101.791572803549
0391.out: !CCSD(T)-F12b total energy          -101.791573734486
0392.out: !CCSD(T)-F12b total energy          -101.791571392379
0393.out: !CCSD(T)-F12b total energy          -101.791571392366
0394.out: !CCSD(T)-F12b total energy          -101.791606316151
0395.out: !CCSD(T)-F12b total energy          -101.791606316156
0396.out: !CCSD(T)-F12b total energy          -101.791606272680
0397.out: !CCSD(T)-F12b total energy          -101.791606272671
0398.out: !CCSD(T)-F12b total energy          -101.791572434771
0399.out: !CCSD(T)-F12b total energy          -101.791572434775
0400.out: !CCSD(T)-F12b total energy          -101.791491738514
0401.out: !CCSD(T)-F12b total energy          -101.791563133145
0402.out: !CCSD(T)-F12b total energy          -101.791562788045
0403.out: !CCSD(T)-F12b total energy          -101.791496614070
0404.out: !CCSD(T)-F12b total energy          -101.791365855413
0405.out: !CCSD(T)-F12b total energy          -101.791476812669
0406.out: !CCSD(T)-F12b total energy          -101.791474303218
0407.out: !CCSD(T)-F12b total energy          -101.791378794386
0408.out: !CCSD(T)-F12b total energy          -101.791610877758
0409.out: !CCSD(T)-F12b total energy          -101.791610549053
0410.out: !CCSD(T)-F12b total energy          -101.791610538598
0411.out: !CCSD(T)-F12b total energy          -101.791610702397
0412.out: !CCSD(T)-F12b total energy          -101.791607461593
0413.out: !CCSD(T)-F12b total energy          -101.791607461596
0414.out: !CCSD(T)-F12b total energy          -101.791607137675
0415.out: !CCSD(T)-F12b total energy          -101.791607137671
0416.out: !CCSD(T)-F12b total energy          -101.791607131654
0417.out: !CCSD(T)-F12b total energy          -101.791607131651
0418.out: !CCSD(T)-F12b total energy          -101.791607300239
0419.out: !CCSD(T)-F12b total energy          -101.791607300238
0420.out: !CCSD(T)-F12b total energy          -101.791609928608
0421.out: !CCSD(T)-F12b total energy          -101.791608992297
0422.out: !CCSD(T)-F12b total energy          -101.791608992297
0423.out: !CCSD(T)-F12b total energy          -101.791609928609
0424.out: !CCSD(T)-F12b total energy          -101.791609599736
0425.out: !CCSD(T)-F12b total energy          -101.791608671106
0426.out: !CCSD(T)-F12b total energy          -101.791608671101
0427.out: !CCSD(T)-F12b total energy          -101.791609599747
0428.out: !CCSD(T)-F12b total energy          -101.791609590566
0429.out: !CCSD(T)-F12b total energy          -101.791608658633
0430.out: !CCSD(T)-F12b total energy          -101.791608658637
0431.out: !CCSD(T)-F12b total energy          -101.791609590566
0432.out: !CCSD(T)-F12b total energy          -101.791609754209
0433.out: !CCSD(T)-F12b total energy          -101.791608829935
0434.out: !CCSD(T)-F12b total energy          -101.791608829940
0435.out: !CCSD(T)-F12b total energy          -101.791609754206
0436.out: !CCSD(T)-F12b total energy          -101.791608624716
0437.out: !CCSD(T)-F12b total energy          -101.791608624714
0438.out: !CCSD(T)-F12b total energy          -101.791608305913
0439.out: !CCSD(T)-F12b total energy          -101.791608305915
0440.out: !CCSD(T)-F12b total energy          -101.791608289571
0441.out: !CCSD(T)-F12b total energy          -101.791608289567
0442.out: !CCSD(T)-F12b total energy          -101.791608463261
0443.out: !CCSD(T)-F12b total energy          -101.791608463257
0444.out: !CCSD(T)-F12b total energy          -101.791571849108
0445.out: !CCSD(T)-F12b total energy          -101.791607453568
0446.out: !CCSD(T)-F12b total energy          -101.791572205769
0447.out: !CCSD(T)-F12b total energy          -101.791606452664
0448.out: !CCSD(T)-F12b total energy          -101.791606477373
0449.out: !CCSD(T)-F12b total energy          -101.791573327046
0450.out: !CCSD(T)-F12b total energy          -101.791607333132
0451.out: !CCSD(T)-F12b total energy          -101.791572811684
0452.out: !CCSD(T)-F12b total energy          -101.791489597007
0453.out: !CCSD(T)-F12b total energy          -101.791562352650
0454.out: !CCSD(T)-F12b total energy          -101.791490652002
0455.out: !CCSD(T)-F12b total energy          -101.791560692893
0456.out: !CCSD(T)-F12b total energy          -101.791560395372
0457.out: !CCSD(T)-F12b total energy          -101.791495596144
0458.out: !CCSD(T)-F12b total energy          -101.791561955693
0459.out: !CCSD(T)-F12b total energy          -101.791494414610
0460.out: !CCSD(T)-F12b total energy          -101.791606183690
0461.out: !CCSD(T)-F12b total energy          -101.791605570623
0462.out: !CCSD(T)-F12b total energy          -101.791605603125
0463.out: !CCSD(T)-F12b total energy          -101.791605974862
0464.out: !CCSD(T)-F12b total energy          -101.791566809588
0465.out: !CCSD(T)-F12b total energy          -101.791603098245
0466.out: !CCSD(T)-F12b total energy          -101.791567567215
0467.out: !CCSD(T)-F12b total energy          -101.791601140809
0468.out: !CCSD(T)-F12b total energy          -101.791601192997
0469.out: !CCSD(T)-F12b total energy          -101.791568733940
0470.out: !CCSD(T)-F12b total energy          -101.791602948633
0471.out: !CCSD(T)-F12b total energy          -101.791567747387
0472.out: !CCSD(T)-F12b total energy          -101.791598221298
0473.out: !CCSD(T)-F12b total energy          -101.791597412560
0474.out: !CCSD(T)-F12b total energy          -101.791597402678
0475.out: !CCSD(T)-F12b total energy          -101.791598070653
0476.out: !CCSD(T)-F12b total energy          -101.791609418184
0477.out: !CCSD(T)-F12b total energy          -101.791609931970
0478.out: !CCSD(T)-F12b total energy          -101.791609867748
0479.out: !CCSD(T)-F12b total energy          -101.791609291728
0480.out: !CCSD(T)-F12b total energy          -101.791606010196
0481.out: !CCSD(T)-F12b total energy          -101.791606010200
0482.out: !CCSD(T)-F12b total energy          -101.791606512439
